Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),CO2 emissions (g/km),CO2 rating ,Smog rating,Recharge time (h),CO2 rating
2024-01-01,Rivian,"\"R1S Performance Dual Max (22\"\" Wheels)\"",Sport utility vehicle: Standard,496,A1,B,25,29,26,2,3,3,612,0,10,10,14,10
2024-01-01,Rivian,"\"R1S Quad Large (20\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,30,35,32,3,3,3,465,0,10,10,13,10
2024-01-01,Rivian,"\"R1S All-Terrain Quad Large (20\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,32,35,33,3,3,3,441,0,10,10,13,10
2024-01-01,Rivian,"\"R1S Quad Large (21\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,27,31,29,3,3,3,517,0,10,10,13,10
2024-01-01,Rivian,"\"R1S Quad Large (22\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,28,33,30,3,3,3,488,0,10,10,13,10
2024-01-01,Rivian,"\"R1T All-Terrain Dual Large (20\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,29,32,30,3,3,3,494,0,10,10,13,10
2024-01-01,Rivian,"\"R1T AT Performance Dual Large (20\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,29,32,30,3,3,3,494,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Dual Large (21\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,25,28,26,2,3,3,566,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Performance Dual Large (21\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,25,28,26,2,3,3,566,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Dual Large (22\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,26,29,27,2,3,3,549,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Performance Dual Large (22\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,26,29,27,2,3,3,549,0,10,10,13,10
2024-01-01,Rivian,"\"R1T All-Terrain Dual Max (20\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,26,31,28,3,3,3,571,0,10,10,14,10
2024-01-01,Rivian,"\"R1T All-Terrain Performance Dual Max (20\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,26,31,28,3,3,3,571,0,10,10,14,10
2024-01-01,Rivian,"\"R1T Dual Max (21\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,23,27,24,2,3,2,661,0,10,10,14,10
2024-01-01,Rivian,"\"R1T Performance Dual Max (21\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,23,27,24,2,3,2,661,0,10,10,14,10
2024-01-01,Rivian,"\"R1T Dual Max (22\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,25,29,26,2,3,3,612,0,10,10,14,10
2024-01-01,Rivian,"\"R1T Performance Dual Max (22\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,25,29,26,2,3,3,612,0,10,10,14,10
2024-01-01,Rivian,"\"R1T Quad Large (20\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,30,35,32,3,3,3,465,0,10,10,13,10
2024-01-01,Rivian,"\"R1T All-Terrain Quad Large (20\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,32,35,33,3,3,3,441,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Quad Large (21\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,27,30,28,3,3,3,528,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Quad Large (22\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,28,33,30,3,3,3,488,0,10,10,13,10
2024-01-01,Rolls-Royce,"\"Spectre (22\"\" Wheels)\"",Compact,430,A1,B,27,24,25,3,2,2,468,0,10,10,11,10
2024-01-01,Rolls-Royce,"\"Spectre (23\"\" Wheels)\"",Compact,430,A1,B,29,26,28,3,3,3,428,0,10,10,11,10
2024-01-01,Rolls-Royce,"\"Black Badge Spectre (22\"\" Wheels)\"",Compact,485,A1,B,28,25,26,3,2,3,451,0,10,10,11,10
2024-01-01,Rolls-Royce,"\"Black Badge Spectre (23\"\" Wheels)\"",Compact,485,A1,B,29,27,28,3,3,3,425,0,10,10,11,10
2024-01-01,Subaru,Solterra AWD,Sport utility vehicle: Small,160,A1,B,18,22,20,2,2,2,359,0,10,10,11,10
2024-01-01,Tesla,Model 3 RWD,Mid-size,192,A1,B,15,16,15,1,1,1,438,0,10,10,8,10
2024-01-01,Tesla,Model 3 RWD (Import),Mid-size,202,A1,B,14,16,15,1,1,1,438,0,10,10,8,10
2024-01-01,Tesla,Model 3 Long Range AWD,Mid-size,276,A1,B,15,16,16,1,1,1,549,0,10,10,10,10
2024-01-01,Tesla,Model 3 Long Range AWD (Import),Mid-size,280,A1,B,15,17,16,1,1,1,549,0,10,10,10,10
2024-01-01,Tesla,Model S,Full-size,494,A1,B,16,18,17,1,2,1,647,0,10,10,15,10
2024-01-01,Tesla,"\"Model S Plaid (19\"\" Wheels)\"",Full-size,750,A1,B,18,20,19,2,2,2,578,0,10,10,15,10
2024-01-01,Tesla,"\"Model S Plaid (21\"\" Wheels)\"",Full-size,750,A1,B,21,22,21,2,2,2,515,0,10,10,15,10
2024-01-01,Tesla,Model X,Sport utility vehicle: Standard,494,A1,B,20,21,20,2,2,2,539,0,10,10,14,10
2024-01-01,Tesla,"\"Model X Plaid (20\"\" Wheels)\"",Sport utility vehicle: Standard,750,A1,B,20,22,21,2,2,2,525,0,10,10,14,10
2024-01-01,Tesla,"\"Model X Plaid (22\"\" Wheels)\"",Sport utility vehicle: Standard,750,A1,B,22,24,23,2,2,2,483,0,10,10,14,10
2024-01-01,Tesla,Model Y RWD,Sport utility vehicle: Small,203,A1,B,16,18,17,1,2,2,418,0,10,10,8,10
2024-01-01,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,A1,B,17,18,17,2,2,2,497,0,10,10,10,10
2024-01-01,Tesla,Model Y Performance,Sport utility vehicle: Small,314,A1,B,18,20,19,2,2,2,459,0,10,10,10,10
2024-01-01,Toyota,bZ4X,Sport utility vehicle: Small,150,A1,B,16,19,17,1,2,2,406,0,10,10,11,10
2024-01-01,Toyota,bZ4X AWD,Sport utility vehicle: Small,160,A1,B,18,22,20,2,2,2,367,0,10,10,11,10
2024-01-01,VinFast,VF8 ECO,Sport utility vehicle: Small,260,A1,B,26,29,27,3,3,3,425,0,10,10,12,10
2024-01-01,VinFast,VF8 PLUS,Sport utility vehicle: Small,260,A1,B,28,30,29,3,3,3,356,0,10,10,12,10
2024-01-01,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,300,A1,B,43,48,45,4,5,5,391,0,10,10,12,10
2024-01-01,VinFast,VF9 ECO,Sport utility vehicle: Standard,300,A1,B,26,29,27,3,3,3,531,0,10,10,15,10
2024-01-01,VinFast,VF9 PLUS,Sport utility vehicle: Standard,300,A1,B,29,31,30,3,3,3,468,0,10,10,15,10
2024-01-01,Volkswagen,ID.4,Sport utility vehicle: Small,150,A1,B,18,21,19,2,2,2,332,0,10,10,6,10
2024-01-01,Volkswagen,ID.4 S,Sport utility vehicle: Small,150,A1,B,18,21,19,2,2,2,332,0,10,10,6,10
2024-01-01,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,210,A1,B,17,20,18,1,2,2,468,0,10,10,8,10
2024-01-01,Volkswagen,ID.4 Pro S,Sport utility vehicle: Small,210,A1,B,17,20,18,1,2,2,468,0,10,10,8,10
2024-01-01,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,250,A1,B,19,21,20,2,2,2,423,0,10,10,8,10
2024-01-01,Volkswagen,ID.4 AWD Pro S,Sport utility vehicle: Small,250,A1,B,19,21,20,2,2,2,423,0,10,10,8,10
2024-01-01,Volvo,C40 Recharge,Sport utility vehicle: Small,185,A1,B,17,21,19,2,2,2,478,0,10,10,8,10
2024-01-01,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19,23,21,2,2,2,414,0,10,10,8,10
2024-01-01,Volvo,XC40 Recharge,Sport utility vehicle: Small,185,A1,B,17,22,19,2,2,2,472,0,10,10,8,10
2024-01-01,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19,23,21,2,2,2,409,0,10,10,8,10
